,date,createdDate,name,playerClass,index
7427,2015-11-24 14:51:59.579,2015-11-24T14:51:59.579Z,Peter sucks,Druid,7427
7428,2015-11-24 15:42:28.512,2015-11-24T15:42:28.512Z,Reno warrior (more budgetedish),Warrior,7428
7429,2015-11-24 15:46:18.929,2015-11-24T15:46:18.929Z,Zoo peddler(much more early),Warlock,7429
7430,2015-11-24 16:13:43.972,2015-11-24T16:13:43.972Z,BL (loyan),Shaman,7430
7431,2015-11-24 16:40:22.487,2015-11-24T16:40:22.487Z,PUSH THE RENO,Mage,7431
7432,2015-11-24 17:25:38.374,2015-11-24T17:25:38.374Z,shaman token,Shaman,7432
7433,2015-11-24 17:27:19.795,2015-11-24T17:27:19.795Z,Totemic battlecry,Shaman,7433
7434,2015-11-24 17:34:59.502,2015-11-24T17:34:59.502Z,Reno Jackson Priest,Priest,7434
7435,2015-11-24 18:43:18.849,2015-11-24T18:43:18.849Z,Mid-range classical druid,Druid,7435
7436,2015-11-24 19:35:44.935,2015-11-24T19:35:44.935Z,Midrange Renorino,Paladin,7436
7437,2015-11-24 19:38:30.902,2015-11-24T19:38:30.902Z,Sample,Paladin,7437
7438,2015-11-24 19:51:27.542,2015-11-24T19:51:27.542Z,Turn 4 or bust,Shaman,7438
7439,2015-11-24 20:30:31.321,2015-11-24T20:30:31.321Z,Renolock - Fanorootbeer,Warlock,7439
7440,2015-11-24 20:44:00.165,2015-11-24T20:44:00.165Z,53445487454212,Rogue,7440
7441,2015-11-24 20:48:56.443,2015-11-24T20:48:56.443Z,Freeze Mage by BattlePants,Mage,7441
7442,2015-11-24 21:04:48.763,2015-11-24T21:04:48.763Z,freeze mage battlepants,Mage,7442
7443,2015-11-24 22:07:21.478,2015-11-24T22:07:21.478Z,Soup's Oil Rogue,Rogue,7443
7444,2015-11-24 22:15:11.930,2015-11-24T22:15:11.930Z,Soup's Midrange Druid,Druid,7444
7445,2015-11-24 22:21:25.551,2015-11-24T22:21:25.551Z,midrange control pal,Paladin,7445
7446,2015-11-24 22:44:19.446,2015-11-24T22:44:19.446Z,reno warlock,Warlock,7446
7447,2015-11-24 22:53:31.296,2015-11-24T22:53:31.296Z,Soup's Mech Mage,Mage,7447
7448,2015-11-24 22:58:32.280,2015-11-24T22:58:32.280Z,Soup's Face Huntard,Hunter,7448
7449,2015-11-24 23:04:23.073,2015-11-24T23:04:23.073Z,Soup's Tempo Mage,Mage,7449
7450,2015-11-24 23:08:51.757,2015-11-24T23:08:51.757Z,fast demon warlock deck,Warlock,7450
7451,2015-11-24 23:30:55.104,2015-11-24T23:30:55.104Z,Soup's ZooLock,Warlock,7451
7452,2015-11-24 23:32:57.018,2015-11-24T23:32:57.018Z,[LOE (second flore)] FATIQUE MAGE,Mage,7452
7453,2015-11-24 23:36:52.176,2015-11-24T23:36:52.176Z,[LOE] FATIQUE MAGE,Mage,7453
7454,2015-11-25 00:00:41.729,2015-11-25T00:00:41.729Z,Overload Crusher,Shaman,7454
7455,2015-11-25 01:01:15.706,2015-11-25T01:01:15.706Z,Fluffyanimal Reno Combo Warlock,Warlock,7455
7456,2015-11-25 02:39:19.836,2015-11-25T02:39:19.836Z,Budget Paladin Aggro,Paladin,7456
7457,2015-11-25 05:50:40.093,2015-11-25T05:50:40.093Z,Reno Smackson,Paladin,7457
7458,2015-11-25 06:02:57.719,2015-11-25T06:02:57.719Z,Anti Minions Control Warlock?,Warlock,7458
7459,2015-11-25 07:28:51.493,2015-11-25T07:28:51.493Z,millrogue,Rogue,7459
7460,2015-11-25 07:32:18.124,2015-11-25T07:32:18.124Z,Rolling Deep,Rogue,7460
7461,2015-11-25 08:57:30.599,2015-11-25T08:57:30.599Z,Goodluck,Mage,7461
7462,2015-11-25 13:02:43.975,2015-11-25T13:02:43.975Z,Raptor Rogue,Rogue,7462
7463,2015-11-25 14:41:14.156,2015-11-25T14:41:14.156Z,Antartik Renolock,Warlock,7463
7464,2015-11-25 14:58:09.461,2015-11-25T14:58:09.461Z,raptor oil sdfsdfsdf,Rogue,7464
7465,2015-11-25 17:12:45.151,2015-11-25T17:12:45.151Z,RENOGERATION,Warlock,7465
7466,2015-11-25 18:02:29.134,2015-11-25T18:02:29.134Z,LOE Overload Shaman,Shaman,7466
7467,2015-11-25 19:01:08.615,2015-11-25T19:01:08.615Z,Cspence's Mill Druid (Kripp Inspiration),Druid,7467
7468,2015-11-25 19:37:12.239,2015-11-25T19:37:12.239Z,Reynard's Dragon priest,Priest,7468
7469,2015-11-25 19:43:27.973,2015-11-25T19:43:27.973Z,gnardawg543's deathrattle rogue,Rogue,7469
7470,2015-11-25 19:46:19.312,2015-11-25T19:46:19.312Z,random tempo mage,Mage,7470
7471,2015-11-25 19:50:23.506,2015-11-25T19:50:23.506Z,Reynard v2 Mech agro shaman,Shaman,7471
7472,2015-11-25 20:03:57.776,2015-11-25T20:03:57.776Z,Redemptiondin is OP.,Paladin,7472
7473,2015-11-25 21:21:59.766,2015-11-25T21:21:59.766Z,Doobee´s Renolock,Warlock,7473
7474,2015-11-25 21:32:21.742,2015-11-25T21:32:21.742Z,Anti Aggro Priest by Taz,Priest,7474
7475,2015-11-25 21:52:50.697,2015-11-25T21:52:50.697Z,Agro Freeze,Mage,7475
7476,2015-11-25 22:13:23.369,2015-11-25T22:13:23.369Z,Midrange/Combo Priest,Priest,7476
7477,2015-11-25 23:18:10.138,2015-11-25T23:18:10.138Z,Cinimod98's Mech Mage,Mage,7477
7478,2015-11-25 23:24:52.595,2015-11-25T23:24:52.595Z,Cinimod98's Tempo Mage,Mage,7478
7479,2015-11-25 23:31:35.121,2015-11-25T23:31:35.121Z,Face Hunter (GVG) Season 10,Hunter,7479
7480,2015-11-25 23:33:33.862,2015-11-25T23:33:33.862Z,Cinimod98's Midrange Hunter,Hunter,7480
7481,2015-11-25 23:43:18.901,2015-11-25T23:43:18.901Z,hello reynoodle doodle dandy,Warrior,7481
7482,2015-11-26 01:29:22.430,2015-11-26T01:29:22.430Z,Buffadillydin,Paladin,7482
7483,2015-11-26 02:09:21.515,2015-11-26T02:09:21.515Z,lock & load reno,Hunter,7483
7484,2015-11-26 03:07:02.037,2015-11-26T03:07:02.037Z,[LoE] Fast Trogg-Man 1.0,Shaman,7484
7485,2015-11-26 03:21:16.128,2015-11-26T03:21:16.128Z,Tempo Mage an savage,Mage,7485
7486,2015-11-26 04:58:08.649,2015-11-26T04:58:08.649Z,Deathrattle Aggrouge,Rogue,7486
7487,2015-11-26 05:05:50.136,2015-11-26T05:05:50.136Z,Reno Warrior,Warrior,7487
7488,2015-11-26 05:45:20.770,2015-11-26T05:45:20.770Z,Trogg Tempo Shaman,Shaman,7488
7489,2015-11-26 05:51:13.803,2015-11-26T05:51:13.803Z,Reach Tempo Mage by Taz,Mage,7489
7490,2015-11-26 06:02:45.706,2015-11-26T06:02:45.706Z,12351421321321,Paladin,7490
7491,2015-11-26 06:39:12.629,2015-11-26T06:39:12.629Z,Icehowl Control,Priest,7491
7492,2015-11-26 06:45:27.595,2015-11-26T06:45:27.595Z,Wailing Warlock,Warlock,7492
7493,2015-11-26 06:54:15.874,2015-11-26T06:54:15.874Z,digbick,Warrior,7493
7494,2015-11-26 07:13:39.118,2015-11-26T07:13:39.118Z,Battlecry Hunter,Hunter,7494
7495,2015-11-26 07:46:10.327,2015-11-26T07:46:10.327Z,Midranger Rogue,Rogue,7495
7496,2015-11-26 07:50:40.765,2015-11-26T07:50:40.765Z,Fast Beasts,Druid,7496
7497,2015-11-26 07:57:32.771,2015-11-26T07:57:32.771Z,Spellpower Mage,Mage,7497
7498,2015-11-26 08:05:26.966,2015-11-26T08:05:26.966Z,Ramp Warrior,Warrior,7498
7499,2015-11-26 08:09:22.432,2015-11-26T08:09:22.432Z,Idol Token Druid,Druid,7499
7500,2015-11-26 08:16:53.438,2015-11-26T08:16:53.438Z,Murlocadin,Paladin,7500
7501,2015-11-26 09:26:53.810,2015-11-26T09:26:53.810Z,Brann Lock,Warlock,7501
7502,2015-11-26 12:12:45.121,2015-11-26T12:12:45.121Z,LEGENDARY POWER,Paladin,7502
7503,2015-11-26 14:54:39.759,2015-11-26T14:54:39.759Z,Legend Scarab Oil Rogue,Rogue,7503
7504,2015-11-26 15:51:13.919,2015-11-26T15:51:13.919Z,Arion's Banana Shaman,Shaman,7504
7505,2015-11-26 15:58:10.101,2015-11-26T15:58:10.101Z,Low Level Mech Mage,Mage,7505
7506,2015-11-26 18:13:45.063,2015-11-26T18:13:45.063Z,Mech mage2222222ismail,Mage,7506
7507,2015-11-26 18:20:33.287,2015-11-26T18:20:33.287Z,mecmagebugraza,Mage,7507
7508,2015-11-26 18:42:58.958,2015-11-26T18:42:58.958Z,Pure Priest,Priest,7508
7509,2015-11-26 19:03:49.917,2015-11-26T19:03:49.917Z,GOOD DECK MANG,Shaman,7509
7510,2015-11-26 21:27:38.237,2015-11-26T21:27:38.237Z,zoismsald,Warlock,7510
7511,2015-11-26 22:20:03.324,2015-11-26T22:20:03.324Z,midrange rogue/aggro elements,Rogue,7511
7512,2015-11-26 22:57:01.918,2015-11-26T22:57:01.918Z,Reno Druid,Druid,7512
7513,2015-11-26 22:58:15.731,2015-11-26T22:58:15.731Z,LoE MalyLock,Warlock,7513
7514,2015-11-26 23:03:01.536,2015-11-26T23:03:01.536Z,Reno Druid [KT],Druid,7514
7515,2015-11-26 23:49:15.132,2015-11-26T23:49:15.132Z,RoyalFRK's Shaman Control Deck,Shaman,7515
7516,2015-11-27 00:15:28.549,2015-11-27T00:15:28.549Z,Miracle Rogue 1.0,Rogue,7516
7517,2015-11-27 02:17:22.092,2015-11-27T02:17:22.092Z,SeamusWho Reno Mage,Mage,7517
7518,2015-11-27 02:59:56.489,2015-11-27T02:59:56.489Z,renopaladin,Paladin,7518
7519,2015-11-27 03:50:04.918,2015-11-27T03:50:04.918Z,ancestral garbage,Shaman,7519
7520,2015-11-27 04:15:18.120,2015-11-27T04:15:18.120Z,Monkey Dragon Midrange Warrior,Warrior,7520
7521,2015-11-27 05:47:06.242,2015-11-27T05:47:06.242Z,Cunter Control?,Hunter,7521
7522,2015-11-27 05:54:10.836,2015-11-27T05:54:10.836Z,I got to rank 4,Warrior,7522
7523,2015-11-27 06:37:58.952,2015-11-27T06:37:58.952Z,Mage combo,Mage,7523
7524,2015-11-27 06:48:30.227,2015-11-27T06:48:30.227Z,Robot President,Shaman,7524
7525,2015-11-27 07:04:07.805,2015-11-27T07:04:07.805Z,Djinni Reincarnate Shaman,Shaman,7525
7526,2015-11-27 07:06:22.088,2015-11-27T07:06:22.088Z,Beast Druid 1.0,Druid,7526
7527,2015-11-27 07:29:09.472,2015-11-27T07:29:09.472Z,Custom Dragon/Demon Deck,Warlock,7527
7528,2015-11-27 07:30:56.772,2015-11-27T07:30:56.772Z,BrannHandlock,Warlock,7528
7529,2015-11-27 07:55:42.090,2015-11-27T07:55:42.090Z,Sha,Shaman,7529
7530,2015-11-27 07:58:03.923,2015-11-27T07:58:03.923Z,Djini combo priest,Priest,7530
7531,2015-11-27 08:03:35.162,2015-11-27T08:03:35.162Z,Hobo King Demand Justices,Paladin,7531
7532,2015-11-27 08:10:27.528,2015-11-27T08:10:27.528Z,Control Priest lolol,Priest,7532
7533,2015-11-27 11:29:33.955,2015-11-27T11:29:33.955Z,MalyLock by Thijs #Top 50,Warlock,7533
7534,2015-11-27 11:34:32.374,2015-11-27T11:34:32.374Z,Renolock by YCTai,Warlock,7534
7535,2015-11-27 11:40:05.158,2015-11-27T11:40:05.158Z,Battlecry Bloodlust Shaman,Shaman,7535
7536,2015-11-27 13:51:04.787,2015-11-27T13:51:04.787Z,Zoolock by YCTai,Warlock,7536
7537,2015-11-27 13:54:36.387,2015-11-27T13:54:36.387Z,RoarDruid by YCTai,Druid,7537
7538,2015-11-27 13:58:03.420,2015-11-27T13:58:03.420Z,OilRogue by YCTai,Rogue,7538
7539,2015-11-27 13:59:19.551,2015-11-27T13:59:19.551Z,AggroMage,Mage,7539
7540,2015-11-27 14:03:32.732,2015-11-27T14:03:32.732Z,FaceHunter by YCTai,Hunter,7540
7541,2015-11-27 14:07:53.099,2015-11-27T14:07:53.099Z,Recruit Paladin by YCTai,Paladin,7541
7542,2015-11-27 14:10:40.966,2015-11-27T14:10:40.966Z,Flamewaker mage by YCTai,Mage,7542
7543,2015-11-27 14:14:43.347,2015-11-27T14:14:43.347Z,Spartacvs Oil Rogue,Rogue,7543
7544,2015-11-27 14:39:31.178,2015-11-27T14:39:31.178Z,perfect curve no first hunter,Hunter,7544
7545,2015-11-27 14:40:48.294,2015-11-27T14:40:48.294Z,MidPal by Krilyk,Paladin,7545
7546,2015-11-27 14:44:17.046,2015-11-27T14:44:17.046Z,Fel reaver Hunter,Hunter,7546
7547,2015-11-27 14:46:55.952,2015-11-27T14:46:55.952Z,spell aggro mage,Mage,7547
7548,2015-11-27 15:05:05.546,2015-11-27T15:05:05.546Z,Late Oil,Rogue,7548
7549,2015-11-27 15:27:29.115,2015-11-27T15:27:29.115Z,Mid palad,Paladin,7549
7550,2015-11-27 15:41:28.580,2015-11-27T15:41:28.580Z,Budget Xixo Zoo,Warlock,7550
7551,2015-11-27 17:38:10.867,2015-11-27T17:38:10.867Z,Vladisimir's Highlander Warrior,Warrior,7551
7552,2015-11-27 18:13:00.668,2015-11-27T18:13:00.668Z,Snake Control Rogue,Rogue,7552
7553,2015-11-27 18:24:34.560,2015-11-27T18:24:34.560Z,Zoo with a spin for meta predictions,Warlock,7553
7554,2015-11-27 20:26:21.113,2015-11-27T20:26:21.113Z,SecretDin,Paladin,7554
7555,2015-11-27 20:33:26.500,2015-11-27T20:33:26.500Z,Brawl share thats all,Mage,7555
7556,2015-11-27 20:34:39.097,2015-11-27T20:34:39.097Z,MidPally [Rekt],Paladin,7556
7557,2015-11-27 20:36:13.728,2015-11-27T20:36:13.728Z,Budget Mech Mage with Knight,Mage,7557
7558,2015-11-27 21:19:33.231,2015-11-27T21:19:33.231Z,Basic Control Priest,Priest,7558
7559,2015-11-27 22:05:30.569,2015-11-27T22:05:30.569Z,Fluffyanimal Midrange Token Hunter,Hunter,7559
7560,2015-11-27 22:13:37.481,2015-11-27T22:13:37.481Z,Fluffyanimal Reno Ramp Druid,Druid,7560
7561,2015-11-27 22:17:26.736,2015-11-27T22:17:26.736Z,2 Fish 1 Reno,Rogue,7561
7562,2015-11-27 22:36:04.701,2015-11-27T22:36:04.701Z,CopyDeathrattle,Rogue,7562
7563,2015-11-27 22:44:06.353,2015-11-27T22:44:06.353Z,Copy,Rogue,7563
7564,2015-11-27 23:18:31.555,2015-11-27T23:18:31.555Z,Bearded Dragon Paladin,Paladin,7564
7565,2015-11-28 00:45:18.137,2015-11-28T00:45:18.137Z,shammy,Shaman,7565
7566,2015-11-28 00:46:35.444,2015-11-28T00:46:35.444Z,midrange shaman v1,Shaman,7566
7567,2015-11-28 02:48:27.559,2015-11-28T02:48:27.559Z,Aggro Mech Shaman [rekt],Shaman,7567
7568,2015-11-28 05:22:56.312,2015-11-28T05:22:56.312Z,Deathrattle Warlock,Warlock,7568
7569,2015-11-28 05:42:45.463,2015-11-28T05:42:45.463Z,Wildwolf Hunter,Hunter,7569
7570,2015-11-28 08:25:22.835,2015-11-28T08:25:22.835Z,Eloise deck,Shaman,7570
7571,2015-11-28 08:35:18.170,2015-11-28T08:35:18.170Z,F2P Hunter,Hunter,7571
7572,2015-11-28 08:44:56.147,2015-11-28T08:44:56.147Z,F2P Priest,Priest,7572
7573,2015-11-28 15:32:06.784,2015-11-28T15:32:06.784Z,Mid-Range Druid Meta Snapshot 42,Druid,7573
7574,2015-11-28 17:55:37.462,2015-11-28T17:55:37.462Z,Dreadsteed Reno,Warlock,7574
7575,2015-11-28 20:17:54.151,2015-11-28T20:17:54.151Z,Zoo/Midrange Warlock,Warlock,7575
7576,2015-11-28 20:18:48.560,2015-11-28T20:18:48.560Z,Turkey,Hunter,7576
7577,2015-11-28 20:32:39.146,2015-11-28T20:32:39.146Z,THE MIGHTY OGRE DECK,Shaman,7577
7578,2015-11-28 21:28:00.419,2015-11-28T21:28:00.419Z,Fluffyanimal Malygos Warlock,Warlock,7578
7579,2015-11-28 22:09:50.304,2015-11-28T22:09:50.304Z,Raptor Rogue Meta Snapshot 39,Rogue,7579
7580,2015-11-28 22:15:21.077,2015-11-28T22:15:21.077Z,Mill Rogue Meta Snapshot 40,Rogue,7580
7581,2015-11-28 22:28:02.216,2015-11-28T22:28:02.216Z,LoE Taunt Warrior,Warrior,7581
7582,2015-11-28 23:26:57.081,2015-11-28T23:26:57.081Z,Midrange Hunter Meta Snapshot 39,Hunter,7582
7583,2015-11-28 23:32:04.674,2015-11-28T23:32:04.674Z,Secret Paladin without  Mysterious Challenger,Paladin,7583
7584,2015-11-28 23:35:39.751,2015-11-28T23:35:39.751Z,Secret Paladin 3200 dust,Paladin,7584
7585,2015-11-29 00:06:00.367,2015-11-29T00:06:00.367Z,Face Hunter Meta Snapshot 39,Hunter,7585
7586,2015-11-29 01:15:02.892,2015-11-29T01:15:02.892Z,SMage,Mage,7586
7587,2015-11-29 01:58:58.067,2015-11-29T01:58:58.067Z,Pleb Tempo,Mage,7587
7588,2015-11-29 02:18:24.113,2015-11-29T02:18:24.113Z,Dragon Priest Meta Snapshot 39,Priest,7588
7589,2015-11-29 02:54:19.000,2015-11-29T02:54:19.000Z,Reno Jackson Paladin Meta Snapshot 40,Paladin,7589
7590,2015-11-29 03:10:41.420,2015-11-29T03:10:41.420Z,Aggro Mage Meta Snapshot #44,Mage,7590
7591,2015-11-29 03:19:25.519,2015-11-29T03:19:25.519Z,Experiment,Mage,7591
7592,2015-11-29 03:43:37.234,2015-11-29T03:43:37.234Z,Snapshot #39 Aggro Shaman,Shaman,7592
7593,2015-11-29 03:48:37.240,2015-11-29T03:48:37.240Z,RenoLock Meta Snapshot 41,Warlock,7593
7594,2015-11-29 04:16:58.754,2015-11-29T04:16:58.754Z,Dragon Inspire Priest,Priest,7594
7595,2015-11-29 04:17:42.257,2015-11-29T04:17:42.257Z,Flood Zoo Meta Snapshot 40,Warlock,7595
7596,2015-11-29 04:38:51.365,2015-11-29T04:38:51.365Z,Thedemitroll's Battlecry Shaman,Shaman,7596
7597,2015-11-29 04:39:57.793,2015-11-29T04:39:57.793Z,Control Warrior Meta Snapshot 39,Warrior,7597
7598,2015-11-29 04:44:43.146,2015-11-29T04:44:43.146Z,beast druid 1.1,Druid,7598
7599,2015-11-29 04:49:16.770,2015-11-29T04:49:16.770Z,beast druid deck,Druid,7599
7600,2015-11-29 04:50:58.590,2015-11-29T04:50:58.590Z,beast druid deck top legend NA,Druid,7600
7601,2015-11-29 08:12:45.350,2015-11-29T08:12:45.350Z,Raptor KT,Rogue,7601
7602,2015-11-29 09:26:48.856,2015-11-29T09:26:48.856Z,Tempo Mage (YD),Mage,7602
7603,2015-11-29 13:33:42.250,2015-11-29T13:33:42.250Z,heh,Hunter,7603
7604,2015-11-29 14:00:34.577,2015-11-29T14:00:34.577Z,Malygos OTK Shaman,Shaman,7604
7605,2015-11-29 15:32:19.372,2015-11-29T15:32:19.372Z,[S20] Legend Midrange Zoo,Warlock,7605
7606,2015-11-29 17:50:02.834,2015-11-29T17:50:02.834Z,CeLL's (Bad) Dreadlock,Warlock,7606
7607,2015-11-29 18:04:21.594,2015-11-29T18:04:21.594Z,leper rogeeeeee,Rogue,7607
7608,2015-11-29 18:30:38.286,2015-11-29T18:30:38.286Z,mech loccccccck,Warlock,7608
7609,2015-11-29 18:33:41.986,2015-11-29T18:33:41.986Z,suicide reno lock,Warlock,7609
7610,2015-11-29 21:00:09.731,2015-11-29T21:00:09.731Z,raptor,Rogue,7610
7611,2015-11-29 21:10:26.839,2015-11-29T21:10:26.839Z,neils mech hunter,Hunter,7611
7612,2015-11-29 22:00:55.360,2015-11-29T22:00:55.360Z,Tier 3 Priest FeelsBadMan,Priest,7612
7613,2015-11-29 22:45:24.136,2015-11-29T22:45:24.136Z,wolverinemtg's Dragon Priest,Priest,7613
7614,2015-11-29 23:40:24.732,2015-11-29T23:40:24.732Z,Hutch's zoolock,Warlock,7614
7615,2015-11-29 23:43:03.400,2015-11-29T23:43:03.400Z,Shadow priest Reno deck,Priest,7615
7616,2015-11-29 23:47:35.152,2015-11-29T23:47:35.152Z,Hutch's midrange Hunter,Hunter,7616
7617,2015-11-29 23:50:43.598,2015-11-29T23:50:43.598Z,Hutch's priest deck,Priest,7617
7618,2015-11-30 00:13:40.497,2015-11-30T00:13:40.497Z,Dragon Priest rank 5,Priest,7618
7619,2015-11-30 00:21:44.623,2015-11-30T00:21:44.623Z,Sir Rogue,Rogue,7619
7620,2015-11-30 02:26:42.715,2015-11-30T02:26:42.715Z,As if we needed more zoo...,Warlock,7620
7621,2015-11-30 03:22:34.105,2015-11-30T03:22:34.105Z,Control Reno Lock,Warlock,7621
7622,2015-11-30 03:26:49.286,2015-11-30T03:26:49.286Z,Reno Lock Test,Warlock,7622
7623,2015-11-30 03:59:49.713,2015-11-30T03:59:49.713Z,Rank Legend I Promise,Warlock,7623
7624,2015-11-30 04:21:52.845,2015-11-30T04:21:52.845Z,Valeera Starseeker,Rogue,7624
7625,2015-11-30 04:23:39.791,2015-11-30T04:23:39.791Z,Rager Rogue,Rogue,7625
7626,2015-11-30 04:31:06.594,2015-11-30T04:31:06.594Z,Voidcaller Zoo,Warlock,7626
7627,2015-11-30 04:38:05.932,2015-11-30T04:38:05.932Z,Starseeker Valeera,Rogue,7627
7628,2015-11-30 04:41:53.195,2015-11-30T04:41:53.195Z,Hobgoblin Murloc Shaman,Shaman,7628
7629,2015-11-30 05:08:52.845,2015-11-30T05:08:52.845Z,Dragon Raptor Rogue,Rogue,7629
7630,2015-11-30 05:15:54.363,2015-11-30T05:15:54.363Z,Face Shamanx,Shaman,7630
7631,2015-11-30 05:28:35.324,2015-11-30T05:28:35.324Z,Raptor control rouge,Rogue,7631
7632,2015-11-30 05:32:43.601,2015-11-30T05:32:43.601Z,Aggro Druid No Loe,Druid,7632
7633,2015-11-30 05:48:20.412,2015-11-30T05:48:20.412Z,Mech Raptor,Rogue,7633
7634,2015-11-30 05:53:01.946,2015-11-30T05:53:01.946Z,Mechanical Raptor,Rogue,7634
7635,2015-11-30 06:11:48.353,2015-11-30T06:11:48.353Z,Hob-mechwarrior,Warrior,7635
7636,2015-11-30 06:12:51.258,2015-11-30T06:12:51.258Z,Mid Ranged Warrior,Warrior,7636
7637,2015-11-30 06:36:09.550,2015-11-30T06:36:09.550Z,Randuinn Wrynn,Priest,7637
7638,2015-11-30 08:49:30.126,2015-11-30T08:49:30.126Z,0Cost Mage,Mage,7638
7639,2015-11-30 11:34:37.255,2015-11-30T11:34:37.255Z,MurMage,Mage,7639
7640,2015-11-30 12:25:10.555,2015-11-30T12:25:10.555Z,Reload Aggro Paladin,Paladin,7640
7641,2015-11-30 12:35:33.649,2015-11-30T12:35:33.649Z,Inner Fire OTK,Priest,7641
7642,2015-11-30 12:49:51.860,2015-11-30T12:49:51.860Z,Dragon Priest (Ver.R),Priest,7642
7643,2015-11-30 14:28:16.598,2015-11-30T14:28:16.598Z,ClowFiesta,Mage,7643
7644,2015-11-30 14:57:31.075,2015-11-30T14:57:31.075Z,SERDAR,Priest,7644
7645,2015-11-30 18:03:35.704,2015-11-30T18:03:35.704Z,Top 100 Overload Shaman,Shaman,7645
7646,2015-11-30 18:32:44.420,2015-11-30T18:32:44.420Z,HOBOSWARM,Warlock,7646
7647,2015-11-30 18:36:00.065,2015-11-30T18:36:00.065Z,Freeze tempo?,Mage,7647
7648,2015-11-30 20:23:54.846,2015-11-30T20:23:54.846Z,In Depth Control Paladin,Paladin,7648
7649,2015-11-30 20:27:55.655,2015-11-30T20:27:55.655Z,Control Dragon Priest,Priest,7649
7650,2015-11-30 21:40:03.734,2015-11-30T21:40:03.734Z,Shadow Priest Midrange,Priest,7650
7651,2015-11-30 21:42:44.650,2015-11-30T21:42:44.650Z,Shadow Priest Theory Craft,Priest,7651
7652,2015-11-30 23:51:32.926,2015-11-30T23:51:32.926Z,Battlecry Rogue,Rogue,7652
7653,2015-12-01 00:19:06.493,2015-12-01T00:19:06.493Z,joes reno,Warlock,7653
7654,2015-12-01 00:23:35.746,2015-12-01T00:23:35.746Z,joerenohand,Warlock,7654
7655,2015-12-01 00:32:17.348,2015-12-01T00:32:17.348Z,Beast/Brann Midrange,Hunter,7655
7656,2015-12-01 01:16:22.535,2015-12-01T01:16:22.535Z,vbzvx,Warlock,7656
7657,2015-12-01 02:49:17.556,2015-12-01T02:49:17.556Z,Midrange Shaman based off of control warrior,Shaman,7657
7658,2015-12-01 03:55:00.249,2015-12-01T03:55:00.249Z,fish me if you can,Hunter,7658
7659,2015-12-01 04:14:04.342,2015-12-01T04:14:04.342Z,zoo keep,Hunter,7659
7660,2015-12-01 04:47:14.090,2015-12-01T04:47:14.090Z,Mid test 3,Paladin,7660
7661,2015-12-01 05:22:42.585,2015-12-01T05:22:42.585Z,Secrett Mage,Mage,7661
7662,2015-12-01 05:32:04.120,2015-12-01T05:32:04.120Z,Reno Healadin,Paladin,7662
7663,2015-12-01 05:57:24.297,2015-12-01T05:57:24.297Z,Mech Pally With a Nice Lemon-Lime Twist,Paladin,7663
7664,2015-12-01 07:47:31.554,2015-12-01T07:47:31.554Z,Aggro/Mid-Range Paladin,Paladin,7664
7665,2015-12-01 08:57:53.470,2015-12-01T08:57:53.470Z,"Hob ""Mgrlll"" Shammy",Shaman,7665
7666,2015-12-01 11:17:45.038,2015-12-01T11:17:45.038Z,Lock and Mech,Hunter,7666
7667,2015-12-01 15:25:33.695,2015-12-01T15:25:33.695Z,hi mom,Hunter,7667
7668,2015-12-01 15:28:25.005,2015-12-01T15:28:25.005Z,dddddddd,Hunter,7668
7669,2015-12-01 18:31:59.084,2015-12-01T18:31:59.084Z,Face Rogue NXT,Rogue,7669
7670,2015-12-01 18:33:48.873,2015-12-01T18:33:48.873Z,Face Hunter NXT,Hunter,7670
7671,2015-12-01 18:38:32.523,2015-12-01T18:38:32.523Z,Aggro Pally NXT,Paladin,7671
7672,2015-12-01 18:48:24.366,2015-12-01T18:48:24.366Z,Mech Mage NXT,Mage,7672
7673,2015-12-01 19:15:33.021,2015-12-01T19:15:33.021Z,renoshaman,Shaman,7673
7674,2015-12-01 19:34:14.390,2015-12-01T19:34:14.390Z,Mid Range Hunter (Iron),Hunter,7674
7675,2015-12-01 19:39:59.651,2015-12-01T19:39:59.651Z,Prime_DL's Miracle Druid,Druid,7675
7676,2015-12-01 19:42:55.434,2015-12-01T19:42:55.434Z,enter the control paladin,Paladin,7676
7677,2015-12-01 19:46:01.148,2015-12-01T19:46:01.148Z,Altered Tempo Mage,Mage,7677
7678,2015-12-01 22:27:35.157,2015-12-01T22:27:35.157Z,Captain Planet's Reno,Mage,7678
7679,2015-12-01 22:31:54.453,2015-12-01T22:31:54.453Z,Agro Trog reynard part 2,Shaman,7679
7680,2015-12-01 22:42:57.885,2015-12-01T22:42:57.885Z,noxious agrro priest,Priest,7680
7681,2015-12-01 22:43:30.551,2015-12-01T22:43:30.551Z,It might work,Warrior,7681
7682,2015-12-01 22:56:45.599,2015-12-01T22:56:45.599Z,Dorgan agro shaman version 1.0,Shaman,7682
7683,2015-12-01 23:53:14.047,2015-12-01T23:53:14.047Z,RENO control value freeze mage,Mage,7683
7684,2015-12-01 23:56:07.098,2015-12-01T23:56:07.098Z,Nuke priest reyanrd,Priest,7684
7685,2015-12-01 23:57:07.173,2015-12-01T23:57:07.173Z,dfsdfsdfsdfdsvfsdf,Mage,7685
7686,2015-12-02 00:31:31.459,2015-12-02T00:31:31.459Z,Mech Lightning,Shaman,7686
